age,workclass,education,marital-status,occupation,race,sex,weekly_worked_hours,native-country,gross_income,capital_gains/loss
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male,40, United-States, >50K,5178
30, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K,-1887
35, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7298
34, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K,-1485
66, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,20, United-States, <=50K,-1258
34, Private, Bachelors, Never-married, Other-service, White, Male,40, United-States, <=50K,-2001
47, Private, HS-grad, Separated, Prof-specialty, Black, Female,38, United-States, >50K,14084
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,35, United-States, <=50K,5013
34, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-2002
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,-1902
58, Private, HS-grad, Divorced, Craft-repair, White, Male,48, United-States, >50K,14344
51, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,5178
38, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,-1977
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male,40, United-States, <=50K,2885
65, Private, Some-college, Widowed, Adm-clerical, White, Female,40, United-States, <=50K,2346
39, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K,2977
69, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,6514
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,-2051
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,-1977
29, Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male,40, United-States, <=50K,-2051
46, Private, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K,-1741
17, Federal-gov, 11th, Never-married, Adm-clerical, Black, Female,40, United-States, <=50K,-1602
53, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,-1902
42, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,32, United-States, >50K,15024
25, Private, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male,40, Vietnam, <=50K,2174
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
18, Private, 12th, Never-married, Sales, White, Male,14, United-States, <=50K,594
53, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7298
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-2415
66, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Black, Male,35, Jamaica, >50K,20051
23, Private, HS-grad, Never-married, Craft-repair, Black, Male,40, United-States, <=50K,2597
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1977
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female,36, United-States, >50K,-1887
61, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,34, United-States, >50K,15024
73, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,36, United-States, >50K,20051
38, Private, Masters, Married-civ-spouse, Other-service, Black, Male,40, Other, <=50K,-1485
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1848
65, Other, Bachelors, Married-civ-spouse, Other, White, Male,40, United-States, >50K,-2377
38, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
35, State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,-1485
33, Private, 1st-4th, Married-civ-spouse, Craft-repair, White, Male,32, Mexico, <=50K,-2603
60, Private, HS-grad, Divorced, Machine-op-inspct, White, Male,40, United-States, <=50K,4650
22, Other, Some-college, Never-married, Other, Black, Male,20, United-States, <=50K,-1721
40, State-gov, Masters, Divorced, Exec-managerial, White, Female,40, United-States, <=50K,1506
63, Other, HS-grad, Married-civ-spouse, Other, White, Male,40, United-States, >50K,-1485
58, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,48, United-States, >50K,-1887
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,-1887
55, Private, 9th, Divorced, Craft-repair, White, Female,37, United-States, >50K,99999
62, Private, Masters, Never-married, Handlers-cleaners, White, Male,40, United-States, <=50K,4650
32, Local-gov, Masters, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,4865
34, Private, Bachelors, Never-married, Exec-managerial, White, Male,40, United-States, <=50K,-1741
60, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,15024
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7298
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,7688
25, Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female,40, United-States, >50K,3103
56, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, >50K,3103
43, State-gov, Bachelors, Divorced, Prof-specialty, White, Female,36, United-States, <=50K,1506
49, Private, Assoc-acdm, Separated, Adm-clerical, White, Female,40, United-States, <=50K,2597
56, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7688
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female,40, United-States, >50K,3103
53, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,-2002
44, Private, Assoc-voc, Divorced, Exec-managerial, White, Male,40, United-States, >50K,8614
38, Private, Bachelors, Separated, Exec-managerial, White, Male,45, United-States, >50K,27828
43, Private, Masters, Divorced, Prof-specialty, White, Female,40, United-States, >50K,-2547
49, Private, Bachelors, Widowed, Prof-specialty, White, Female,35, United-States, <=50K,1506
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, <=50K,-2179
68, Private, Masters, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,3273
35, Private, HS-grad, Never-married, Machine-op-inspct, White, Male,40, United-States, <=50K,-1974
25, Private, HS-grad, Never-married, Other-service, White, Female,40, United-States, <=50K,114
33, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,7298
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7298
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other, Male,35, India, <=50K,-1579
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Sales, White, Male,48, United-States, >50K,5178
49, Private, 5th-6th, Married-civ-spouse, Other-service, White, Male,40, Greece, <=50K,-2603
52, Private, HS-grad, Married-civ-spouse, Sales, Black, Male,40, United-States, <=50K,-2377
46, Private, Assoc-voc, Divorced, Tech-support, Black, Female,40, United-States, <=50K,-625
30, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1740
62, State-gov, Bachelors, Divorced, Prof-specialty, White, Male,40, United-States, >50K,14084
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1672
43, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,7688
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,99999
40, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Female,40, United-States, >50K,7298
17, Private, 10th, Never-married, Other-service, White, Female,12, United-States, <=50K,-1602
33, Private, Assoc-voc, Separated, Craft-repair, White, Male,42, United-States, >50K,-2444
25, Private, Assoc-voc, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,4865
21, Local-gov, Some-college, Never-married, Adm-clerical, White, Female,4, United-States, <=50K,594
19, Private, Some-college, Never-married, Sales, Amer-Indian-Eskimo, Female,25, United-States, <=50K,-1721
62, Other, HS-grad, Married-civ-spouse, Other, White, Female,40, Scotland, >50K,5178
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female,40, Philippines, >50K,5178
28, Private, Bachelors, Married-civ-spouse, Sales, Black, Female,45, United-States, >50K,15024
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male,40, United-States, >50K,7688
47, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, <=50K,4064
56, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
35, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,38, United-States, >50K,7688
55, Private, HS-grad, Separated, Machine-op-inspct, White, Male,45, United-States, <=50K,4865
39, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,5178
48, Private, Some-college, Divorced, Handlers-cleaners, White, Male,40, United-States, <=50K,2176
24, Private, Bachelors, Never-married, Adm-clerical, White, Male,30, United-States, <=50K,2202
35, Private, Bachelors, Never-married, Sales, Asian-Pac-Islander, Male,40, South, <=50K,-1590
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other, Male,40, Columbia, <=50K,3781
43, Private, HS-grad, Never-married, Adm-clerical, White, Female,43, United-States, >50K,8614
51, Self-emp-inc, HS-grad, Divorced, Exec-managerial, White, Male,40, United-States, >50K,14084
54, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Black, Male,38, Jamaica, >50K,15024
55, State-gov, Assoc-voc, Widowed, Prof-specialty, White, Female,40, United-States, <=50K,6849
43, Private, Some-college, Never-married, Other-service, White, Male,45, United-States, <=50K,2174
48, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
50, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, <=50K,-1980
34, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,38, United-States, <=50K,-1651
52, Private, HS-grad, Divorced, Machine-op-inspct, Black, Male,40, United-States, >50K,14344
52, Private, Bachelors, Separated, Adm-clerical, White, Female,40, United-States, <=50K,-1092
29, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,3103
65, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Black, Male,40, United-States, >50K,-2174
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,15024
54, Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,43, United-States, >50K,-1977
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,15024
30, Private, Some-college, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1848
31, Private, HS-grad, Never-married, Farming-fishing, White, Male,40, United-States, <=50K,-2001
47, Private, Masters, Separated, Tech-support, White, Male,40, United-States, >50K,27828
29, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,5013
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,7298
42, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K,2885
55, Private, HS-grad, Married-civ-spouse, Other-service, Black, Female,35, United-States, <=50K,2407
17, Private, 11th, Never-married, Sales, White, Female,18, India, <=50K,1055
66, Local-gov, Bachelors, Widowed, Prof-specialty, Black, Female,25, United-States, <=50K,-2206
61, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male,40, Poland, >50K,7688
68, Private, Masters, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-2392
55, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,-1887
39, Private, 11th, Divorced, Craft-repair, White, Male,46, United-States, <=50K,-1876
34, Private, Some-college, Married-civ-spouse, Transport-moving, Black, Male,40, United-States, <=50K,-2179
49, Private, Masters, Divorced, Sales, White, Male,45, United-States, >50K,4787
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,30, United-States, <=50K,3137
67, Other, HS-grad, Widowed, Other, White, Male,35, United-States, <=50K,1086
31, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,5178
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male,40, Mexico, >50K,4386
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female,35, United-States, >50K,-1977
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,3464
32, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-1672
35, Private, HS-grad, Never-married, Adm-clerical, White, Male,40, United-States, >50K,8614
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
35, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
32, Private, HS-grad, Never-married, Adm-clerical, Black, Female,35, United-States, <=50K,2977
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
44, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,-1902
33, Other, HS-grad, Divorced, Other, Black, Male,40, United-States, <=50K,-1741
68, Other, Bachelors, Married-civ-spouse, Other, White, Male,35, United-States, >50K,-2377
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
55, Other, HS-grad, Never-married, Other, White, Male,40, United-States, >50K,13550
47, Private, Bachelors, Widowed, Priv-house-serv, White, Female,35, United-States, >50K,25236
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,24, United-States, <=50K,5013
21, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, <=50K,-2377
32, Private, Prof-school, Married-civ-spouse, Sales, White, Male,40, Other, <=50K,4508
23, Private, Bachelors, Never-married, Machine-op-inspct, White, Female,40, United-States, <=50K,-1719
78, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male,15, United-States, <=50K,1797
70, Private, 5th-6th, Widowed, Other-service, White, Female,40, Other, <=50K,2346
42, State-gov, Bachelors, Divorced, Adm-clerical, Black, Female,40, United-States, <=50K,2977
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,24, Italy, <=50K,2635
34, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male,48, United-States, >50K,-1902
43, Private, Bachelors, Separated, Exec-managerial, White, Male,40, United-States, >50K,8614
53, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,5178
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, White, Male,46, United-States, <=50K,3137
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male,35, United-States, >50K,15024
18, Other, HS-grad, Never-married, Other, White, Female,20, United-States, <=50K,-1602
61, Private, HS-grad, Divorced, Sales, White, Female,25, United-States, <=50K,-2754
59, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,48, United-States, >50K,-1977
65, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,99999
53, Private, HS-grad, Married-civ-spouse, Other-service, Black, Male,40, United-States, <=50K,-1740
23, Local-gov, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,-1092
53, Private, Some-college, Divorced, Adm-clerical, White, Female,40, United-States, <=50K,1471
34, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,15024
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,-2377
61, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,9386
53, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, India, >50K,4386
50, Private, 9th, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,2885
54, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,40, United-States, >50K,5178
69, Private, HS-grad, Separated, Transport-moving, Black, Female,40, United-States, <=50K,2387
34, Private, Assoc-voc, Never-married, Tech-support, White, Female,40, United-States, <=50K,-1974
47, Local-gov, Some-college, Divorced, Prof-specialty, White, Female,40, United-States, <=50K,-1876
27, Private, 10th, Never-married, Sales, White, Male,40, United-States, <=50K,-1980
36, Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Female,40, United-States, <=50K,3464
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1902
52, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, United-States, <=50K,5013
38, Private, Bachelors, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,4508
52, Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Male,42, United-States, <=50K,3137
37, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,45, United-States, >50K,15024
61, Other, HS-grad, Married-civ-spouse, Other, White, Male,40, United-States, >50K,3103
51, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, <=50K,3908
56, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
38, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,43, United-States, >50K,7298
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,30, United-States, >50K,-2415
51, Private, HS-grad, Married-civ-spouse, Sales, White, Male,45, United-States, <=50K,-2002
57, Private, Doctorate, Married-civ-spouse, Tech-support, White, Male,40, Germany, >50K,-1977
49, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female,30, United-States, >50K,7688
47, Private, HS-grad, Divorced, Craft-repair, White, Male,40, United-States, <=50K,-625
36, Private, Masters, Married-civ-spouse, Prof-specialty, White, Female,44, United-States, >50K,-1977
57, Other, 7th-8th, Married-civ-spouse, Other, White, Female,45, Puerto-Rico, <=50K,1173
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Male,40, United-States, <=50K,1409
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,7688
34, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,-1848
72, Private, 10th, Married-civ-spouse, Other-service, White, Male,12, United-States, <=50K,2414
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male,20, United-States, <=50K,1797
28, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K,4064
51, Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male,40, India, <=50K,5013
32, Private, 1st-4th, Never-married, Craft-repair, White, Male,40, Guatemala, <=50K,3674
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,37, United-States, >50K,3103
53, Private, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K,7688
50, Private, Some-college, Divorced, Craft-repair, White, Male,22, United-States, <=50K,4650
19, Private, 10th, Never-married, Handlers-cleaners, White, Male,45, United-States, <=50K,-1602
68, Local-gov, HS-grad, Widowed, Protective-serv, White, Male,20, United-States, <=50K,-1668
69, Other, HS-grad, Divorced, Other, White, Female,35, United-States, <=50K,2964
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
29, Local-gov, HS-grad, Never-married, Handlers-cleaners, Asian-Pac-Islander, Male,45, United-States, <=50K,-1590
46, Private, HS-grad, Never-married, Transport-moving, White, Male,48, United-States, <=50K,-1590
31, Private, Some-college, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,15024
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,-1848
31, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K,-1740
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1887
36, Private, Bachelors, Divorced, Prof-specialty, Black, Female,40, United-States, <=50K,-213
29, Private, Bachelors, Never-married, Prof-specialty, White, Female,40, United-States, >50K,8614
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,2580
57, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, <=50K,-1902
67, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female,4, United-States, >50K,20051
27, State-gov, HS-grad, Never-married, Protective-serv, White, Male,40, United-States, <=50K,2174
46, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,3103
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States, >50K,5178
26, Private, HS-grad, Never-married, Adm-clerical, White, Female,40, United-States, <=50K,2354
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, <=50K,-1740
48, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, >50K,7298
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male,48, United-States, <=50K,4386
29, Private, HS-grad, Never-married, Craft-repair, White, Male,35, United-States, <=50K,-1974
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,-1977
78, Private, HS-grad, Widowed, Sales, White, Female,12, United-States, <=50K,2329
20, Private, Some-college, Never-married, Sales, White, Male,15, United-States, <=50K,-1602
41, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male,38, United-States, >50K,7688
55, Private, Some-college, Married-civ-spouse, Craft-repair, Black, Male,40, United-States, >50K,15024
27, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, <=50K,-1651
24, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,30, United-States, <=50K,5013
58, Private, HS-grad, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,7688
45, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, Other, >50K,7688
42, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male,45, United-States, >50K,7298
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, <=50K,3137
27, Private, 5th-6th, Never-married, Priv-house-serv, White, Female,40, El-Salvador, <=50K,2176
66, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,20051
54, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,18, United-States, >50K,-1977
23, Private, Bachelors, Never-married, Tech-support, White, Female,40, United-States, <=50K,3325
27, Private, Bachelors, Never-married, Sales, White, Male,46, United-States, >50K,13550
53, Private, HS-grad, Divorced, Prof-specialty, White, Male,46, United-States, >50K,4787
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,12, United-States, >50K,9386
24, Private, Assoc-acdm, Separated, Craft-repair, Asian-Pac-Islander, Male,40, United-States, >50K,8614
27, Private, Bachelors, Never-married, Sales, White, Male,45, United-States, >50K,10520
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,15024
30, Private, HS-grad, Never-married, Craft-repair, White, Male,40, United-States, <=50K,-1504
45, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male,40, Other, >50K,-1902
27, Other, Some-college, Married-civ-spouse, Other, White, Male,20, Mexico, <=50K,-419
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States, >50K,3103
22, Private, Bachelors, Never-married, Exec-managerial, White, Male,4, United-States, <=50K,2202
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female,20, United-States, <=50K,-2057
46, Private, Some-college, Married-civ-spouse, Transport-moving, White, Male,40, United-States, >50K,-1887
51, Private, HS-grad, Married-civ-spouse, Other-service, White, Male,40, El-Salvador, >50K,7298
17, Private, 9th, Never-married, Handlers-cleaners, White, Male,15, United-States, <=50K,-1719
33, Private, Bachelors, Never-married, Prof-specialty, White, Female,45, United-States, >50K,10520
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7688
27, Local-gov, HS-grad, Never-married, Protective-serv, Black, Male,40, United-States, <=50K,2174
66, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Male,20, United-States, <=50K,3432
55, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,-1887
26, Private, 11th, Never-married, Machine-op-inspct, White, Male,48, United-States, <=50K,6497
43, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,15024
44, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male,45, United-States, >50K,7298
30, Private, Assoc-voc, Never-married, Adm-clerical, Asian-Pac-Islander, Male,40, Vietnam, <=50K,2463
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,45, United-States, >50K,7298
29, Federal-gov, Some-college, Never-married, Prof-specialty, White, Female,40, United-States, <=50K,-1408
37, Private, Some-college, Married-civ-spouse, Tech-support, White, Female,40, United-States, <=50K,5013
61, Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male,40, United-States, >50K,15024
52, Private, Bachelors, Divorced, Prof-specialty, White, Female,40, United-States, >50K,-1755
23, Private, Assoc-acdm, Never-married, Adm-clerical, White, Female,20, United-States, <=50K,-1974
36, Private, Bachelors, Divorced, Exec-managerial, White, Male,40, United-States, <=50K,-1741
29, Private, Bachelors, Never-married, Exec-managerial, White, Female,10, United-States, <=50K,3325
33, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male,40, United-States, >50K,-1887
21, Private, Some-college, Never-married, Adm-clerical, White, Female,35, United-States, <=50K,-1721
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male,45, United-States, >50K,-1902
57, Self-emp-not-inc, 1st-4th, Widowed, Craft-repair, White, Female,45, Columbia, <=50K,-1602
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male,42, United-States, <=50K,-1579
60, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male,40, United-States, >50K,7298
58, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male,40, United-States, <=50K,3908
36, Private, Bachelors, Married-civ-spouse, Sales, White, Male,45, United-States, >50K,-2415
54, Private, Some-college, Married-civ-spouse, Tech-support, White, Male,40, United-States, >50K,7688
48, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, >50K,7688
37, Private, Bachelors, Never-married, Exec-managerial, White, Male,40, United-States, >50K,-2824
64, Other, Some-college, Married-civ-spouse, Other, White, Male,15, United-States, <=50K,3411
35, Private, Bachelors, Never-married, Sales, White, Female,45, United-States, >50K,8614
49, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male,40, United-States, >50K,7298
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male,47, United-States, >50K,-1887
35, Private, Some-college, Divorced, Prof-specialty, White, Female,40, United-States, <=50K,7443
51, Private, Masters, Never-married, Prof-specialty, White, Male,40, United-States, >50K,27828
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male,15, United-States, >50K,-1902
55, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female,40, United-States, <=50K,-2267
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, White, Male,45, United-States, <=50K,-2002
29, Private, 11th, Married-civ-spouse, Handlers-cleaners, Asian-Pac-Islander, Female,14, Philippines, <=50K,2829
34, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female,40, United-States, <=50K,-2057
